,Dept,Number,Course_Name,Professor_x,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Unnamed: 0.1,Professor_y,Median Grade,Semester (Ex: SP21),# of Students,Notes,Semester,Pre/Coreqs_Clean,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
2537,GOVT,4999,Undergraduate Independent Study,Richard Bensel,,,,"One-on-one tutorial arranged by the student with a faculty member of his or her choosing. Open to government majors doing superior work, and it is the responsibility of the student to establish the research proposal and to find a faculty sponsor. Applicants for independent study must present a well-defined program of study that cannot be satisfied by pursuing courses in the regularly scheduled curriculum. No more than 4 credits of independent study may count toward fulfillment of the major. Students who elect to continue taking this course for more than one semester must select a new theme or subject each semester. Credit can be given only for work that results in a satisfactory amount of writing. Emphasis is on the capacity to subject a body of related readings to analysis and criticism. Keep in mind that independent study cannot be used to fulfill the seminar requirement. The application form for independent study must be completed at the beginning of the semester in which the course is being taken.",,"Fall, Spring.",GOVT 4999,,,,,,,,[nan],1997075.0,Richard Bensel,8.0,4.2,2.5,50.0,,,
2538,GOVT,6122,Foundations of the Social Sciences,Richard Bensel,02:40PM,05:10PM,To Be Assigned,"Social science research almost always combines empirical observation (data), the construction of concepts (language), and the logical analysis of the relations between observations and concepts (statistics).  This course examines the relations between these three dimensions as the analyst moves from one to the other both as practice and in the crafting of a formal summary of findings and argument. We will be particularly interested in the foundational assumptions that underpin the connections between empirical reality, language, and statistical analysis. While these foundational assumptions are often taken for granted by social scientists, they vary dramatically between social science disciplines.  The implicit contradiction between that variance and their doxic acceptance within disciplines will be a primary focus of the course.",,Spring.,GOVT 6122,,,,,,,,[nan],1997075.0,Richard Bensel,8.0,4.2,2.5,50.0,,,
2539,GOVT,7999,Independent Study,Richard Bensel,,,,"Individualized readings and research for graduate students. Topics, readings, and writing requirements are designed through consultation between the student and the instructor. Graduate students in government who are looking to use this as an option to fulfill their course requirements should check with their chairs to be certain that the program of study is acceptable for this purpose. Applications must be completed and signed by the instructor and by the chairs of their special committees. They are available from, and must be returned to, the graduate assistant in 212 White Hall.",,"Fall, Spring.",GOVT 7999,,,,,,,,[nan],1997075.0,Richard Bensel,8.0,4.2,2.5,50.0,,,
2540,PHIL,6922,Foundations of the Social Sciences,Richard Bensel,02:40PM,05:10PM,To Be Assigned,"Social science research almost always combines empirical observation (data), the construction of concepts (language), and the logical analysis of the relations between observations and concepts (statistics).  This course examines the relations between these three dimensions as the analyst moves from one to the other both as practice and in the crafting of a formal summary of findings and argument. We will be particularly interested in the foundational assumptions that underpin the connections between empirical reality, language, and statistical analysis. While these foundational assumptions are often taken for granted by social scientists, they vary dramatically between social science disciplines.  The implicit contradiction between that variance and their doxic acceptance within disciplines will be a primary focus of the course.",,Spring.,PHIL 6922,,,,,,,,[nan],1997075.0,Richard Bensel,8.0,4.2,2.5,50.0,,,
2541,ECON,7420,Seminar in Labor Economics I,Evan Riehl,09:40AM,10:55AM,To Be Assigned,Includes reading and discussion of selected topics in labor economics. Stresses applications of economic theory and econometrics to the labor market and human resource areas.,,Spring.,ECON 7420,,,,,,,,[nan],2341741.0,Evan Riehl,5.0,4.4,2.8,80.0,,,
2542,ILRLE,7450,Seminar in Labor Economics I,Evan Riehl,09:40AM,10:55AM,To Be Assigned,Includes reading and discussion of selected topics in labor economics. Stresses applications of economic theory and econometrics to the labor market and human resource areas.,,Spring.,ILRLE 7450,,,,,,,,[nan],2341741.0,Evan Riehl,5.0,4.4,2.8,80.0,,,
2543,ECON,7841,Econometrics Workshop,Joerg Stoye,11:15AM,12:45PM,To Be Assigned,Research workshop featuring guest lecturers.,,"Fall, Spring.",ECON 7841,,,,,,,,[nan],1559098.0,Joerg Stoye,8.0,4.1,3.6,100.0,,,
2544,ECON,7842,Microeconomic Theory Workshop,Tommaso Denti,04:15PM,05:45PM,To Be Assigned,Research workshop featuring guest lecturers.,,"Fall, Spring.",ECON 7842,,,,,,,,[nan],2337692.0,Tommaso Denti,4.0,3.5,4.1,50.0,,,
2545,ECON,7846,S.C. Tsiang Macroeconomics Workshop,Mathieu Taschereau-Dumouchel,11:15AM,12:45PM,To Be Assigned,Research workshop featuring guest lecturers.,,"Fall, Spring.",ECON 7846,,,,,,,,[nan],,,,,,,,,
2546,ECON,7850,Third Year Research Seminar,Levon Barseghyan,04:15PM,05:45PM,To Be Assigned,"Ph.D. students in the Field of Economics are required to take this year-long research seminar, and receive a grade of Satisfactory, in order to remain in good standing in the Ph.D. program. Students present and discuss each second-year paper, which must be completed before the semester opens and Economics 7850 meets for the first time. Students also present at least two additional papers or paper plans. These are intended to be part of the core of the student's thesis proposal, which must be given as part of the student's A Exam prior to the start of the fourth year of graduate study in the economics Ph.D. program. Economics 7851 ends with a mini-conference, attended by faculty and other Ph.D. students, in which each student makes a formal presentation in standard economics conference format, and each student discusses one of these presentations. Professional writing and presentation coaching is also provided.",,Fall.,ECON 7850,,,,,,,,[nan],278508.0,Levon Barseghyan,44.0,4.0,2.3,-1.0,,,
2547,EDUC,2200,Introduction to Adult Learning,Annalisa Raymer,01:30PM,04:30PM,To Be Assigned,"Do adults learn differently than do youth?   This experiential and community-engaged course is for anyone interested in planning and facilitating adult, community and lifelong learning.  As inquirers ourselves, we not only study principles, theories and methods, we also put into practice what we learn. One of the ways we do this is by incorporating adult learning approaches within the seminar's design and educational practice (andragogy, rather than pedagogy). Another way we apply what we study is by mentoring adult learners.  Each student serves as a learning partner to a Cornell employee who is pursuing an educational aim. A journey of mutual learning is a satisfying and meaningful adventure. As employees' partners, we are co-learners and co-educators, recognizing that each person has knowledge and experience to bring to the quest. ",,Fall.,EDUC 2200,,,,,,,,[nan],2450455.0,Annalisa Raymer,2.0,2.0,3.0,0.0,,,
2548,EDUC,4940,Special Topics in Education,Annalisa Raymer,07:30PM,10:00PM,To Be Assigned,"The department teaches ""trial"" courses under this number. Offerings vary by semester and will be advertised by the department before the semester starts. Courses offered under this number will be approved by the department curriculum committee, and the same course is not offered more than twice under this number.",,"Fall, Winter, Spring, Summer.",EDUC 4940,,,,,,,,[nan],2450455.0,Annalisa Raymer,2.0,2.0,3.0,0.0,,,
2549,GDEV,2100,Introduction to Adult Learning,Annalisa Raymer,01:30PM,04:30PM,To Be Assigned,"Do adults learn differently than do youth?   This experiential and community-engaged course is for anyone interested in planning and facilitating adult, community and lifelong learning.  As inquirers ourselves, we not only study principles, theories and methods, we also put into practice what we learn. One of the ways we do this is by incorporating adult learning approaches within the seminar's design and educational practice (andragogy, rather than pedagogy). Another way we apply what we study is by mentoring adult learners.  Each student serves as a learning partner to a Cornell employee who is pursuing an educational aim. A journey of mutual learning is a satisfying and meaningful adventure. As employees' partners, we are co-learners and co-educators, recognizing that each person has knowledge and experience to bring to the quest. ",,,GDEV 2100,,,,,,,,[nan],2450455.0,Annalisa Raymer,2.0,2.0,3.0,0.0,,,
2550,EDUC,2410,The Art of Teaching,Jeffrey Perry,12:25PM,02:20PM,To Be Assigned,"This exploratory course is designed for students of all backgrounds and interests who have a desire to learn more about education and teaching. Teaching takes place in a variety of contexts from the family to the workplace, and this course endeavors to examine the elements of teaching that transcend the typical school-teaching environment. Designed to guide students in reflecting upon their experiences to help them better understand the decisions they make as teachers. Students have the opportunity to pursue their own interests through a teaching fieldwork assignment. Possible field experiences range from large group to tutorial situations, from preschool to adult education, from traditional school subject matters to recreational and occupational areas, and from school-based to nonformal situations. The course work and readings are designed to build on these experiences throughout the semester and provide concepts and skills to apply in the field.",,"Fall, Spring.",EDUC 2410,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,1.33,5.0,2.5
2551,EDUC,3350,Youth Organizations and Leadership Development,Jeffrey Perry,08:05AM,09:20AM,To Be Assigned,"Participants learn how to facilitate both youth and adult volunteer leadership development. They examine factors affecting membership, purposes, design, operation, and administration of youth organizations.",,Fall.,EDUC 3350,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2552,EDUC,4010,Special Methods of Instruction in Agricultural Science Education,Jeffrey Perry,07:30PM,09:00PM,To Be Assigned,"Students complete learning and skills development about special methods for teaching agricultural science education. Such learning and skill development may include metal fabrication, small engine physics, and/or special laboratory instruction related to agricultural sciences. Students reflect upon that learning and skill development and then create units of instruction employing special methods used to teach secondary and/or post-secondary students about agricultural knowledge, skills, and processes.",,"Fall, Spring.",EDUC 4010,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2553,EDUC,4050,Perspectives in Collegiate Teaching and Learning,Jeffrey Perry,08:05AM,09:20AM,To Be Assigned,"EDUC 4050 builds off of the broad nature of EDUC 2410. This course incorporates extensive field work in teaching, lesson planning, and evaluation based upon current theories in instruction at the collegiate level. The course is intended to integrate theory and practice associated with learning and teaching in college classroom settings and includes a minimum of 40 hours of supervised fieldwork in specific college classes.",Prerequisite: EDUC 2410 or permission of instructor.,"Fall, Spring.",EDUC 4050,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2554,EDUC,5350,Youth Organizations and Leadership Development,Jeffrey Perry,08:05AM,09:20AM,To Be Assigned,"Participants learn how to facilitate both youth and adult volunteer leadership development. They examine factors affecting membership, purposes, design, operation, and administration of youth organizations.",,Fall.,EDUC 5350,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2555,GDEV,3350,Youth Organizations and Leadership Development,Jeffrey Perry,08:05AM,09:20AM,To Be Assigned,"Participants learn how to facilitate both youth and adult volunteer leadership development. They examine factors affecting membership, purposes, design, operation, and administration of youth organizations.",,,GDEV 3350,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2556,GDEV,5350,Youth Organizations and Leadership Development,Jeffrey Perry,08:05AM,09:20AM,To Be Assigned,"Participants learn how to facilitate both youth and adult volunteer leadership development. They examine factors affecting membership, purposes, design, operation, and administration of youth organizations.",,,GDEV 5350,,,,,,,,[nan],1981434.0,Jeffrey Perry,10.0,3.7,2.8,62.5,,,
2557,ILRID,2610,Intergroup Dialogue,Jazlin Gomez,11:20AM,02:20PM,To Be Assigned,"Intergroup dialogue is a form of communication specifically designed for people to engage with one another across social, cultural, and power differences in a critical and meaningful way. This class prepares students to live and work in a diverse world, and educates them in making choices that advance equity. Its main objectives are to: explore our human capacity and need to connect with ourselves and others; increase understanding of personal and social identities and how they inform our lives; explore the effects of social inequity at personal, interpersonal, and structural levels (including the ways in which it disrupts human connection); develop students' skills to communicate, work, and lead effectively across difference; and strengthen individual and collective capacities to strategize for change on campus and beyond.",,,ILRID 2610,,,,,,,,[nan],,,,,,,,,
2558,EDUC,4826,Leading Dialogue Across Difference: Practicum in Intergroup Relations,Adi Grabiner Keinan,09:05AM,11:00AM,Computing & Communications 121,"Through theoretical and experiential learning, students in EDUC 4826 will further develop knowledge and skills gained in EDUC 2610 for leadership across social, cultural, and political differences. Through weekly seminar sessions, students gain a working knowledge of scholarly literature drawn from the fields of critical intergroup dialogue, practice theory, social identity theory, and social justice education. Students learn about the theories and empirical evidence on why and how communication and collaboration across difference work. Moreover, through unique experiential learning opportunities in the classroom, students practice communication and collaboration across difference, as well as facilitation skills fundamental to leading intergroup dialogue processes.",Prerequisite: EDUC 2610 or permission of instructor.,"Fall, Spring.",EDUC 4826,,,,,,,,[nan],,,,,,,,,
2559,EDUC,4970,Individual Study in Education,Sasha Endo,,,,"A student may, with approval of a faculty advisor, study a problem or topic not covered in a regular course or may undertake tutorial study of an independent nature in an area of educational interest.",,"Fall, Spring, Summer.",EDUC 4970,,,,,,,,[nan],,,,,,,,,
2560,EDUC,5100,Teaching English to Speakers of Other Languages and its Sociolinguistic Contexts,Sasha Endo,01:30PM,04:30PM,To Be Assigned,"When educators teach English to speakers of other languages, what assumptions do they often bring, about learners' goals, abilities, and backgrounds, and about the language-learning process? Which versions of English are often valued more highly in TESOL programs and materials? How can we create opportunities for English-language learning, while also recognizing the knowledge that learners already hold? Through reflections on readings, simulations, and weekly fieldwork, students will deepen their understanding of what it means to teach English to non-native speakers. Students will analyze and apply TESOL methodologies and receive feedback on their lesson planning and delivery in order to strengthen their teaching practice. Participants will learn from each other's situated experiences and increase their awareness of issues involved in global migrations and language learning.",,Spring.,EDUC 5100,,,,,,,,[nan],,,,,,,,,
2561,EDUC,7010,Empirical Research,Scott Peters,,,To Be Assigned,For study that predominantly involves collection and analysis of research data.,,"Fall, Spring, Summer.",EDUC 7010,,,,,,,,[nan],,,,,,,,,
2562,ELSO,6210,Improving Pronunciation,Melissa Myers,09:40AM,10:55AM,To Be Assigned,"When we think about pronunciation, we often think about individual sounds, but other features of speech are often more important for making oneself understood. These features, such as pausing, intonation and stress, make up the melody of English. By the end of this course, students will increase their awareness of and control over the aspects of spoken English that most affect intelligibility, gain confidence for being understood by listeners, and develop strategies for more self-directed learning beyond the course.",,"Fall, Spring.",ELSO 6210,,,,,,,,[nan],,,,,,,,,
2563,ELSO,6220,Taking Part in Discussions,Melissa Myers,01:00PM,02:15PM,To Be Assigned,"In academia, students participate in discussions to share and create new knowledge, challenge ideas, and negotiate their identities. Thus participating in discussions is essential for students to become part of their academic community and have a voice in their fields. This course gives students strategies and practice working in range of discussion contexts, from one-on-one to planning and leading class discussions. By the end of this course, students will have learned strategies for preparing for, entering in, responding to, and being the leader of different types of discussions. Students will leave this course with more confidence to assert their voices.",,"Fall, Spring.",ELSO 6220,,,,,,,,[nan],,,,,,,,,
2564,ELSO,6595,Revising and Editing Workshop,Melissa Myers,09:40AM,10:55AM,To Be Assigned,"This course is designed to assist international graduate and professional students who have completed drafts of written pieces and wish to learn strategies for improving them. Students will learn how revise for organization and structure; edit for style, including flow, cohesion, and syntax; proofread for surface-level errors; assess the incorporation of source material (i.e. references); and improve overall readability.","Recommended prerequisite: ELSO 6515, ELSO 6535, and/or ELSO 6565.","Fall, Spring.",ELSO 6595,,,,,,,,[nan],,,,,,,,,
2565,ELSO,6230,Designing and Delivering Effective Presentations,Nathan Lindberg,06:00PM,08:25PM,To Be Assigned,"Whether presenting for seminars, journal club meetings, conferences, or in classes, being comfortable presenting is an essential part of graduate studies. This course will provide students with strategies for preparing and delivering presentations that are clear, compelling, persuasive, concise, and visually effective, as well as offer opportunities to practice delivering presentations in front of a supportive audience.",,"Fall, Spring.",ELSO 6230,,,,,,,,[nan],2773550.0,Nathan Lindberg,0.0,0.0,0.0,-1.0,,,
2566,ELSO,6535,Research Paper Writing Workshop,Nathan Lindberg,02:45PM,04:00PM,To Be Assigned,"This course is designed to assist international graduate and professional students in making progress on drafting a research paper (e.g. article for publications, dissertation chapter, seminar paper, or conference paper). Students will learn strategies for setting and meeting writing goals as well as strategies for developing particular sections of research papers.",Recommended prerequisite: ELSO 6515.,"Fall, Spring.",ELSO 6535,,,,,,,,[nan],2773550.0,Nathan Lindberg,0.0,0.0,0.0,-1.0,,,
2567,ELSO,6620,Preparing for the Professional Job Search,Nathan Lindberg,06:00PM,08:25PM,To Be Assigned,"This course introduces a series of professional job application steps, including the giving elevator pitches, networking, searching for jobs, interpreting job ads, attending job fairs, making digital profiles, writing resumes and cover letters, interviewing, and becoming familiar with relevant resources. By the end of this course, students will be aware of the different dimensions of applying for professional jobs, including their cultural and linguistic implications.  This course will be useful to students to develop their job application documents and skills.",,"Fall, Spring.",ELSO 6620,,,,,,,,[nan],2773550.0,Nathan Lindberg,0.0,0.0,0.0,-1.0,,,
2568,ELSO,6515,Preparing to Write Workshop,Michelle Crow,09:40AM,10:55AM,To Be Assigned,"This course is designed for international graduate and professional students who are in the early stages of a writing project or who want to learn strategies in preparation for future writing projects. During this course, students will explore general and discipline-specific writing processes, approaches to understanding types of writing in their field, strategies for reading and note-taking, library resources specific to their field, and approaches for generating ideas and prose with more ease.",,"Fall, Spring.",ELSO 6515,,,,,,,,[nan],,,,,,,,,
2569,ELSO,6565,Thesis and Dissertation Writing Workshop,Michelle Crow,09:40AM,10:55AM,To Be Assigned,"This course is designed to assist international graduate and professional students in making progress on drafting parts of their theses and dissertations. This course provides structured writing time, a supportive writing community, and access to writing resources.",Recommended prerequisite: ELSO 6515 and/or ELSO 6535.,"Fall, Spring.",ELSO 6565,,,,,,,,[nan],,,,,,,,,
2570,ELSO,6610,Communicating in the Workplace,Michelle Crow,02:45PM,04:00PM,To Be Assigned,"This course is designed for international graduate and professional students who will need to communicate in English in professional contexts. Students will learn about differences between academic and workplace writing, explore North American workplace culture, investigate writing practices in particular professions, and gain experience with oral and written professional communication through a team project.",,Fall.,ELSO 6610,,,,,,,,[nan],,,,,,,,,
2571,ENGL,2010,Literatures in English I: From Old English to the New World,Andrew Galloway,09:05AM,09:55AM,To Be Assigned,"An introduction to key works of English and American literature for majors and non-majors. Here's a chance to study some of the greatest hits of the literary tradition in a single semester: Beowulf; Arthurian legends; works by Chaucer, Shakespeare, Anne Bradstreet, Ben Franklin, Sageyowatha, Phillis Wheatley. Reading across history and geography allows us to ask big questions about literature and society. How did literature factor in England's transformation from a cultural backwater into a global empire? What role does literature play in disciplining, civilizing, and colonizing subjects? When and how is literature used to delight, resist, and rebel? From our reading, we will create a toolkit of literary terms and techniques. And through a series of exercises, students will get hands-on experience with literary experimentation. The class counts toward the pre-1800 requirement for English majors.",,Fall.,ENGL 2010,,,,,,,,[nan],270292.0,Andrew Galloway,18.0,4.3,2.7,100.0,3.0,4.0,3.0
2572,ENGL,2270,Shakespeare,Philip Lorenz,11:25AM,12:40PM,To Be Assigned,"This course aims to give students a good historical and critical grounding in Shakespeare's drama and its central and continuing place in Renaissance culture and beyond. We will read poetry and primarily plays representing the shape of Shakespeare's career as it moves through comedies, histories, tragedies, and a romance.  Specific plays include The Two Gentleman of Verona, Richard II, Henry IV (Part 1), Henry V, Hamlet, Measure for Measure, Othello, Macbeth and The Tempest. We will focus on dramatic forms (genres), Shakespeare's themes, and social and historical contexts. The course combines lectures and hands-on work in weekly discussions.  While we will view some scenes from film adaptations, the main focus is on careful close interaction with the language of the plays. This class counts toward the pre-1800 requirement for English majors.",,Fall.,ENGL 2270,,,,,,,,[nan],1461063.0,Philip Lorenz,10.0,3.2,2.7,100.0,2.0,4.0,3.0
2573,PMA,2670,Shakespeare,Philip Lorenz,11:25AM,12:40PM,To Be Assigned,"This course aims to give students a good historical and critical grounding in Shakespeare's drama and its central and continuing place in Renaissance culture and beyond. We will read poetry and primarily plays representing the shape of Shakespeare's career as it moves through comedies, histories, tragedies, and a romance.  Specific plays include The Two Gentleman of Verona, Richard II, Henry IV (Part 1), Henry V, Hamlet, Measure for Measure, Othello, Macbeth and The Tempest. We will focus on dramatic forms (genres), Shakespeare's themes, and social and historical contexts. The course combines lectures and hands-on work in weekly discussions.  While we will view some scenes from film adaptations, the main focus is on careful close interaction with the language of the plays. This class counts toward the pre-1800 requirement for English majors.",,Fall.,PMA 2670,,,,,,,,[nan],1461063.0,Philip Lorenz,10.0,3.2,2.7,100.0,,,
2574,ENGL,2603,The Novels of Toni Morrison,Anne Adams,02:45PM,04:00PM,To Be Assigned,"This 7-week session course is intended as a continuation of the series of events that began in 2020 with a celebration of the 50th anniversary of the publication of Toni Morrison's first novel, The Bluest Eye, and continued in the spring of 2021 with a celebration of Morrison's 90th birthday. Sula, Morrison's second novel, is in many ways just as groundbreaking as her first, especially in its focus on female friendship within an African American community. Its title character becomes a powerful pariah in the line of such classic literary figures as Hester Prynne, Isabel Archer, and Lily Bart.  Students will read the novel closely, with attention to its place in Morrison's career and in literary and cultural history.",,Fall.,ENGL 2603,,,,,,,,[nan],,,,,,,,,
2575,ENGL,2800,Creative Writing,Briel Felton,02:40PM,03:30PM,To Be Assigned,"An introductory course in the theory, practice, and reading of fiction, poetry, and allied forms. Both narrative and verse readings are assigned. Students will learn to savor and practice the craft of poetry and narrative writing, developing techniques that inform both. Some class meetings may feature peer review of student work, and instructors may assign writing exercises or prompts.",Prerequisite: completion of the First-Year Writing Seminar (FWS) requirement. Students should not take an FWS and ENGL 2800 simultaneously.,Fall.,ENGL 2800,,,,,,,,[nan],2625329.0,Briel Felton,4.0,4.8,2.0,100.0,1.62,4.25,2.5
2576,ENGL,2880,Expository Writing,Ben Fried,11:20AM,12:10PM,To Be Assigned,"This course offers guidance and an audience for students who wish to gain skill in expository writing—a common term for critical, reflective, investigative, and creative nonfiction. Each section provides a context for writing defined by a form of exposition, a disciplinary area, a practice, or a topic intimately related to the written medium. Course members will read in relevant published material and write and revise their own work regularly, while reviewing and responding to one another's. Students and instructors will confer individually throughout the term. Topics differ for each section.",Prerequisite: completion of First-Year Writing Seminar requirement or permission of the instructor.,Fall.,ENGL 2880,,,,,,,,[nan],,,,,,,,,
2577,ENGL,2950,Introduction to Humanities,Caroline Levine,02:45PM,04:00PM,To Be Assigned,"These seminars offer an introduction to the humanities by exploring historical, cultural, social, and political themes. Students will explore themes in critical dialogue with a range of texts and media drawn from the arts, humanities, and/or humanistic social sciences. Guest speakers, including Cornell faculty and Society for the Humanities Fellows, will present from different disciplines and points of view. Students will make field trips to relevant local sites and visit Cornell special collections and archives. Students enrolled in these seminars will have the opportunity to participate in additional programming related to the annual focus theme of Cornell's Society for the Humanities and the Humanities Scholars Program for undergraduate humanities research.",,,ENGL 2950,,,,,,,,[nan],2729668.0,Caroline Levine,0.0,0.0,0.0,-1.0,,,
2578,ENGL,3795,Communicating Climate Change,Caroline Levine,07:30PM,08:45PM,To Be Assigned,"There is a lot of consensus about the science of climate change. But many members of the public remain confused or uninformed about the severity of the situation. Some are paralyzed by fear. Others are blissfully ignorant. What are the best ways of communicating climate change to a variety of audiences? Should we tell stories? Make documentaries? Dramatize the science? This course will ask you to read, write and design many different forms and genres in order to experiment with the problem of communicating climate change, from pie-charts to science fiction and from photography to TED Talks. What can each form tell us about climate change that the others cannot? We will take on a real-world communication project over the course of the semester.",,Spring.,ENGL 3795,,,,,,,,[nan],2729668.0,Caroline Levine,0.0,0.0,0.0,-1.0,,,
2579,ENGL,4950,Independent Study,Caroline Levine,,,,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work.,,"Fall, Spring, Summer.",ENGL 4950,,,,,,,,[nan],2729668.0,Caroline Levine,0.0,0.0,0.0,-1.0,,,
2580,ENGL,3080,Icelandic Family Sagas,Thomas Hill,11:20AM,12:10PM,To Be Assigned,"An introduction to Old Norse-Icelandic mythology and the Icelandic family saga-the ""native"" heroic literary genre of Icelandic tradition. Texts will vary but will normally include the Prose Edda, the Poetic Edda, Hrafnkels Saga, Njals Saga, Laxdaela Saga, and Grettirs Saga. All readings will be in translation. The class counts toward the pre-1800 requirement for English majors.",,Fall.,ENGL 3080,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,2.0,3.0,2.0
2581,ENGL,3110,Old English,Thomas Hill,01:30PM,02:20PM,To Be Assigned,"In this course, we will read and discuss some of the earliest surviving English poetry and prose. Attention will be paid to (1) learning to read the language in which this literature is written, (2) evaluating the poetry as poetry: its form, structure, style, and varieties of meaning, and (3) seeing what can be learned about the culture of Anglo-Saxon England and about the early Germanic world in general, from an examination of the Old English literary records. We will begin by reading some easy prose and will go on to consider some more challenging heroic, elegiac, and devotional poetry, including an excerpt from the masterpiece Beowulf. The course may also be used as preparation for the sequence ENGL 3120/ENGL 6120. The class counts toward the pre-1800 requirement for English majors.",,Fall.,ENGL 3110,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2582,ENGL,6110,Old English,Thomas Hill,01:30PM,02:20PM,To Be Assigned,"In this course, we will read and discuss some of the earliest surviving English poetry and prose. Attention will be paid to (1) learning to read the language in which this literature is written, (2) evaluating the poetry as poetry: its form, structure, style, and varieties of meaning, and (3) seeing what can be learned about the culture of Anglo-Saxon England and about the early Germanic world in general, from an examination of the Old English literary records. We will begin by reading some easy prose and will go on to consider some more challenging heroic, elegiac, and devotional poetry, including an excerpt from the masterpiece Beowulf. The course may also be used as preparation for the sequence ENGL 3120/ENGL 6120.",,Fall.,ENGL 6110,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2583,MEDVL,3080,Icelandic Family Sagas,Thomas Hill,11:20AM,12:10PM,To Be Assigned,"An introduction to Old Norse-Icelandic mythology and the Icelandic family saga-the ""native"" heroic literary genre of Icelandic tradition. Texts will vary but will normally include the Prose Edda, the Poetic Edda, Hrafnkels Saga, Njals Saga, Laxdaela Saga, and Grettirs Saga. All readings will be in translation. The class counts toward the pre-1800 requirement for English majors.",,Fall.,MEDVL 3080,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2584,MEDVL,3110,Old English,Thomas Hill,01:30PM,02:20PM,To Be Assigned,"In this course, we will read and discuss some of the earliest surviving English poetry and prose. Attention will be paid to (1) learning to read the language in which this literature is written, (2) evaluating the poetry as poetry: its form, structure, style, and varieties of meaning, and (3) seeing what can be learned about the culture of Anglo-Saxon England and about the early Germanic world in general, from an examination of the Old English literary records. We will begin by reading some easy prose and will go on to consider some more challenging heroic, elegiac, and devotional poetry, including an excerpt from the masterpiece Beowulf. The course may also be used as preparation for the sequence ENGL 3120/ENGL 6120. The class counts toward the pre-1800 requirement for English majors.",,Fall.,MEDVL 3110,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2585,MEDVL,6110,Old English,Thomas Hill,01:30PM,02:20PM,To Be Assigned,"In this course, we will read and discuss some of the earliest surviving English poetry and prose. Attention will be paid to (1) learning to read the language in which this literature is written, (2) evaluating the poetry as poetry: its form, structure, style, and varieties of meaning, and (3) seeing what can be learned about the culture of Anglo-Saxon England and about the early Germanic world in general, from an examination of the Old English literary records. We will begin by reading some easy prose and will go on to consider some more challenging heroic, elegiac, and devotional poetry, including an excerpt from the masterpiece Beowulf. The course may also be used as preparation for the sequence ENGL 3120/ENGL 6120.",,Fall.,MEDVL 6110,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2586,MEDVL,8010,Directed Study - Individual,Thomas Hill,,,,,,"Fall, Spring.",MEDVL 8010,,,,,,,,[nan],174481.0,Thomas Hill,19.0,4.0,1.9,66.6667,,,
2587,ENGL,3280,The Bible as Literature,Samantha Zacher,01:00PM,02:15PM,To Be Assigned,"A knowledge of the Bible's images, stories and themes is crucial to understanding not only the art and literature of many cultures, but also ancient and contemporary world politics. It is the world's most widely read book and a sacred text of three great religions: Judaism, Islam and Christianity. This course will offer students an introduction to the Bible's major historical, anthropological and literary contexts. Students will learn about the Bible's literary divisions and its main stories and characters as well as its ideas about faith, salvation, history and the end of time. We will use the New Oxford Annotated Bible for all course work. The class counts toward the pre-1800 requirement for English majors.",,Spring.,ENGL 3280,,,,,,,,[nan],872450.0,Samantha Zacher,11.0,4.6,3.3,100.0,,,
2588,RELST,3281,The Bible as Literature,Samantha Zacher,01:00PM,02:15PM,To Be Assigned,"A knowledge of the Bible's images, stories and themes is crucial to understanding not only the art and literature of many cultures, but also ancient and contemporary world politics. It is the world's most widely read book and a sacred text of three great religions: Judaism, Islam and Christianity. This course will offer students an introduction to the Bible's major historical, anthropological and literary contexts. Students will learn about the Bible's literary divisions and its main stories and characters as well as its ideas about faith, salvation, history and the end of time. We will use the New Oxford Annotated Bible for all course work. The class counts toward the pre-1800 requirement for English majors.",,Spring.,RELST 3281,,,,,,,,[nan],872450.0,Samantha Zacher,11.0,4.6,3.3,100.0,,,
2589,ENGL,3335,Sing the Rage,Neil Saccamano,09:40AM,10:55AM,To Be Assigned,,,,ENGL 3335,,,,,,,,[nan],165842.0,Neil Saccamano,13.0,4.5,3.5,100.0,,,
