,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Description,Pre/coreqs,Dept + Number,Median Grade,Semester (Ex: SP21),Semester,Pre/Coreqs_Clean,Number_of_Ratings,Average_Rating,Difficulty,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
2530,ECON,7335,Introduction to Information Economics,Kristoffer Nimark,02:45PM,04:00PM,Many economic decisions have to be made in settings in which many interacting agents have imperfect and diverse information about pay-off relevant variables. This course gives an overview of existing research in macroeconomics and finance that deviates from settings with perfectly informed rational agents. The course will cover both methodological and substantial aspects of the existing literature.,,ECON 7335,,,,[nan],5.0,2.6,2.4,,,
2531,ECON,4290,Economic Analysis of Politics,Stephen Coate,02:45PM,04:00PM,This is an advanced course intended for upper level economics undergraduates who enjoy learning about and analyzing economic models. The course provides an introduction to the economic analysis of politics. Part I discusses collective choice and introduces some core ideas from social choice theory. Part II provides an overview of economic theories of political behavior. Part III discusses how political decisions are distorted away from those that would be made by the benevolent governments from public economics textbooks. Part IV offers economic perspectives on a number of contemporary issues in American politics.,"Prerequisite: ECON 3030, ECON 3040, and ECON 3110  or ECON 3130.",ECON 4290,,,,"['ECON 3030', 'ECON 3040', 'ECON 3110']",,,,,,
2532,ECON,7848,Public Economics Workshop,Stephen Coate,11:15AM,12:45PM,Research workshop featuring guest lecturers.,,ECON 7848,,,,[nan],,,,,,
2533,ECON,4991,Honors Program,Michael Lovenheim,,,"The Undergraduate Honors Program in Economics is designed to offer students who have demonstrated academic excellence in the major an opportunity to pursue an independent research project and graduate with Latin honors. The program runs for the student's entire senior year, and the research is conducted under the close supervision of a faculty advisor. ECON 4991 is a 4-credit hour course and honors program students must register for this course for a Letter Grade. In this course the student completes the honors thesis based on the proposal developed in ECON 4990. ECON 4991 can be used as one of the courses required to complete the economics major. Students who successfully complete the two-course program (ECON 4990 - ECON 4991) are eligible for Latin honors. The level of honors awarded—none, cum laude, magna cum laude, or summa cum laude—is based on thesis quality as well as performance in the major and other factors. Students are expected to be in residence at Cornell during the semester.",Prerequisite: satisfactory completion of a thesis proposal in ECON 4990.,ECON 4991,,,,[],7.0,3.4,4.4,,,
2534,ECON,4997,Cross-Cultural Work Experiences,Terence Murphy,,,,,ECON 4997,,,,[nan],,,,,,
2535,PAM,5813,Disruptive Innovation in Health Care I,Terence Murphy,06:00PM,06:30PM,"What will US healthcare look like in five years? Who will gain or lose influence in the battle for value and market position? While the debate rages on how to improve US healthcare, major players are jockeying to reinvent US healthcare as we know it. In this 1.5 credit course the instructor applies research in disruptive innovation to healthcare, drawing from interviews with venture capitalists, health system innovation leaders, start-ups, and Big tech.",,PAM 5813,,,,[nan],,,,,,
2536,ECON,4998,Cross-Cultural Work Experiences,Terrence Murphy,,,,,ECON 4998,,,,[nan],,,,,,
2537,ECON,4999,Independent Study in Economics,Nicholas Sanders,,,Independent study.,,ECON 4999,,,,[nan],30.0,4.4,2.5,,,
2538,PAM,8990,Master's Thesis and Research,Nicholas Sanders,,,,,PAM 8990,,,,[nan],30.0,4.4,2.5,,,
2539,ECON,6140,Macroeconomics II,Christopher Huckfeldt,02:45PM,04:00PM,Covers the following topics: dynamic programming; stochastic growth; search models; cash-in-advance models; real business-cycle models; labor indivisibilities and lotteries; heterogeneous agents models; optimal fiscal and monetary policy; sustainable plans; and endogenous growth.,"Prerequisite: ECON 6130 and ECON 6170 with a grade of B- or better, or permission of instructor.",ECON 6140,,,,[],,,,,,
2540,ECON,6420,Health Economics II,Nicolas Ziebarth,02:45PM,04:00PM,"This course belongs to the health economics sequence. In addition to health economics, some topics cover public and labor economics. Students will also learn how to develop research sketches. First, we talk about U.S. health insurance and its intersection with the labor market. Then, we talk about health care providers, their reimbursement and behavior. Next, we study social insurance systems for health risks, such as disability or sick leave insurance. Finally, we cover specific topics like health measurement, the value of a statistical life or cost-benefit analysis. The lectures will not cover health behaviors (PAM 6410), human capital and early childhood effects, the environment-health literature, and effects of income, education, and unemployment on health (behaviors).",Prerequisite: Ph.D. level courses in microeconomic theory and econometrics.,ECON 6420,,,,[],3.0,4.2,2.7,,,
2541,PAM,6420,Health Economics II,Nicolas Ziebarth,02:45PM,04:00PM,"This course belongs to the health economics sequence. In addition to health economics, some topics cover public and labor economics. Students will also learn how to develop research sketches. First, we talk about U.S. health insurance and its intersection with the labor market. Then, we talk about health care providers, their reimbursement and behavior. Next, we study social insurance systems for health risks, such as disability or sick leave insurance. Finally, we cover specific topics like health measurement, the value of a statistical life or cost-benefit analysis. The lectures will not cover health behaviors (PAM 6410), human capital and early childhood effects, the environment-health literature, and effects of income, education, and unemployment on health (behaviors).",Prerequisite: Ph.D. level courses in microeconomic theory and econometrics.,PAM 6420,,,,[],3.0,4.2,2.7,,,
2542,ECON,6591,Empirical Strategies for Policy Research II,Zhuan Pei,09:40AM,10:55AM,"This course is the second of a two-course sequence. Both PAM 6090 and this course are, for the most part, targeted at students looking to do empirical research into the effects of some X on some Y. Both courses require students to complete problem sets that involve ""hands-on"" exercises – some based on real data and some using Monte Carlo simulations. The hope is that this ""learning by doing"" will reinforce what is taught in class. Usually, the first course covers core methods, specifically regression adjustment, matching and instrumental variables. This second course covers additional topics in matching (we will touch on machine learning methods in the process), regression discontinuity designs, panel data methods, and mediation analysis in spring 2019. ",Prerequisite: ECON 6590.,ECON 6591,,,,[],,,,,,
2543,PAM,3160,Labor Markets and Public Policy,Zhuan Pei,02:45PM,04:00PM,"This course provides a survey of labor economics with an emphasis on policy issues. While the course teaches the analytical tools necessary to understand how labor markets work, it is structured around a number of prominent labor market policy issues, such as immigration, inequality, minimum wages, affirmative action and the role of unions.","Prerequisite: ECON 1110, PAM 3100.",PAM 3160,,,,"['ECON 1110', 'PAM 3100']",,,,,,
2544,PAM,6091,Empirical Strategies for Policy Research II,Zhuan Pei,09:40AM,10:55AM,"This course is the second of a two-course sequence. Both PAM 6090 and this course are, for the most part, targeted at students looking to do empirical research into the effects of some X on some Y. Both courses require students to complete problem sets that involve ""hands-on"" exercises – some based on real data and some using Monte Carlo simulations. The hope is that this ""learning by doing"" will reinforce what is taught in class. Usually, the first course covers core methods, specifically regression adjustment, matching and instrumental variables. This second course covers additional topics in matching (we will touch on machine learning methods in the process), regression discontinuity designs, panel data methods, and mediation analysis in spring 2019. ",Prerequisite: PAM 6090.,PAM 6091,,,,[],,,,,,
2545,ECON,7240,Causal Inference and Machine Learning,Chen Qiu,01:00PM,02:15PM,"This course introduces econometric and machine learning methods that are useful for causal inference. Modern empirical research often encounters datasets with many covariates or observations. We start by evaluating the quality of standard estimators in the presence of large datasets, and then study when and how machine learning methods can be used or modified to improve the measurement of causal effects and the inference on estimated effects. The aim of the course is not to exhaust all machine learning methods, but to introduce a theoretic framework and related statistical tools that help research students develop independent research in econometric theory or applied econometrics. Topics include: (1) potential outcome model and treatment effect, (2) nonparametric regression with series estimator, (3) probability foundations for high dimensional data (concentration and maximal inequalities, uniform convergence), (4) estimation of high dimensional linear models with lasso and related methods, (5) estimation of high dimensional generalised linear models with L1 regularisation, (6) introduction to other machine learning methods such as neural networks, regression trees and random forests, (7) inference on semiparametric models with high dimensional components, orthogonalisation, de-biased machine learning, (8) other related topics, such as balancing methods, treatment choice problems, etc. Class slides will be circulated and students are expected to read theoretic and empirical research papers that involve machine learning methods.",Prerequisite: ECON 6190 and ECON 6200.,ECON 7240,,,,['ECON 6200'],,,,,,
2546,ECON,7430,Seminar in Labor Economics II,Francine Blau,02:45PM,04:00PM,Includes reading and discussion of selected topics in labor economics. Stresses applications of economic theory and econometrics to the labor market and human resource areas.,,ECON 7430,,,,[nan],,,,,,
2547,ECON,7845,Workshop in Labor Economics,Francine Blau,11:15AM,12:45PM,"Presentations of completed papers and work in progress by faculty members, advanced graduate students, and speakers from other universities. Focuses on the formulation, design, and execution of dissertations.",,ECON 7845,,,,[nan],,,,,,
2548,ILRLE,7460,Seminar in Labor Economics II,Francine Blau,02:45PM,04:00PM,Includes reading and discussion of selected topics in labor economics. Stresses applications of economic theory and econometrics to the labor market and human resource areas.,,ILRLE 7460,,,,[nan],,,,,,
2549,ILRLE,9400,Workshop in Labor Economics,Francine Blau,11:15AM,12:45PM,"Presentations of completed papers and work in progress by faculty members, advanced graduate students, and speakers from other universities. Focuses on the formulation, design, and execution of dissertations.",,ILRLE 9400,,,,[nan],,,,,,
2550,ECON,7540,Economics of Networks: Theory,Suraj Malladi,02:45PM,04:00PM,"Many subfields in economics study various types of bilateral relationships between agents (e.g., friendships, favor-exchange, lending, etc.) and how the structure of those relationships affect aggregate outcomes (e.g., diffusion of technology, growth, propagation of financial shocks). This course aims to (1) give students a broad overview of economic and social networks as studied by economists, (2) introduce students to a selection of modern (primarily theoretical) in networks, and (3) prepare students to start their own research in this area. While the focus of the course is on the theory of networks, good research in this area is often motivated by an attempt to explain or contend with patterns uncovered by modern empirical work. We will therefore also consider empirical papers in finance, development economics, labor, media, etc.","Prerequisite: one of the following: ECON 6090, ECON 6100, ECON 6110, or ECON 6822.",ECON 7540,,,,"['ECON 6100', 'ECON 6110', 'ECON 6822']",,,,,,
2551,ECON,7580,Behavioral Economics I,Ted O'Donoghue,09:40AM,10:55AM,"This course provides an overview of the field of behavioral economics. The course reviews evidence on how human behavior systematically departs from the standard assumptions of economics, and discusses how one might formally model alternative assumptions based on this evidence. The course then examines attempts to empirically test these theories. The goal is not merely to point out problems with traditional economic assumptions, rather, it is to develop alternative assumptions and to investigate whether these alternative assumptions can be usefully incorporated into mainstream economics.",Prerequisite: economics graduate core or permission of instructor.,ECON 7580,,,,[],25.0,4.6,3.0,,,
2552,ECON,7849,Behavioral Economics Workshop,Ted O'Donoghue,11:25AM,12:55PM,Research workshop featuring guest lecturers.,,ECON 7849,,,,[nan],25.0,4.6,3.0,,,
2553,ECON,7843,Industrial Organization Workshop,Panle Barwick,11:15AM,12:45PM,Research workshop featuring guest lecturers.,,ECON 7843,,,,[nan],1.0,1.0,3.0,,,
2554,ECON,7851,Third Year Research Seminar II,Levon Barseghyan,04:15PM,05:30PM,"Ph.D. students in the Field of Economics are required to take this year-long research seminar, and receive a grade of Satisfactory, in order to remain in good standing in the Ph.D. program. Students present and discuss each second-year paper, which must be completed before the semester opens and Economics 7850 meets for the first time. Students also present at least two additional papers or paper plans. These are intended to be part of the core of the student's thesis proposal, which must be given as part of the student's A Exam prior to the start of the fourth year of graduate study in the economics Ph.D. program. Economics 7851 ends with a mini-conference, attended by faculty and other Ph.D. students, in which each student makes a formal presentation in standard economics conference format, and each student discusses one of these presentations. Professional writing and presentation coaching is also provided.",,ECON 7851,,,,[nan],44.0,4.0,2.3,,,
2555,EDUC,3142,"Down the School to Prison Track, and Back",Rob Scott,09:05AM,11:00AM," The ""school-to-prison track"" refers to policies and practices that facilitate the transfer of students out of the school system and into the prison system (including juvenile detention, county jail, immigration detention centers, or adult prison). This course takes a critical analytical look at the intersections of the prisons and schooling, emphasizing pedagogy, history and policy.","Prerequisite: introductory biology and chemistry, or permission of instructor.",EDUC 3142,,,,[],,,,,,
2556,GOVT,3242,"Down the School to Prison Track, and Back",Rob Scott,09:05AM,11:00AM," The ""school-to-prison track"" refers to policies and practices that facilitate the transfer of students out of the school system and into the prison system (including juvenile detention, county jail, immigration detention centers, or adult prison). This course takes a critical analytical look at the intersections of the prisons and schooling, emphasizing pedagogy, history and policy.","Prerequisite: introductory biology and chemistry, or permission of instructor.",GOVT 3242,,,,[],,,,,,
2557,EDUC,4826,Leading Dialogue Across Difference: Practicum in Intergroup Relations,Adi Grabiner Keinan,09:05AM,11:00AM,"Through theoretical and experiential learning, students in EDUC 4826 will further develop knowledge and skills gained in EDUC 2610 for leadership across social, cultural, and political differences. Through weekly seminar sessions, students gain a working knowledge of scholarly literature drawn from the fields of critical intergroup dialogue, practice theory, social identity theory, and social justice education. Students learn about the theories and empirical evidence on why and how communication and collaboration across difference work. Moreover, through unique experiential learning opportunities in the classroom, students practice communication and collaboration across difference, as well as facilitation skills fundamental to leading intergroup dialogue processes.",Prerequisite: EDUC 2610 or permission of instructor.,EDUC 4826,,,,['EDUC 2610'],,,,,,
2558,EDUC,5100,Teaching English to Speakers of Other Languages and its Sociolinguistic Contexts,Sasha Endo,01:30PM,04:30PM,"When educators teach English to speakers of other languages, what assumptions do they often bring, about learners' goals, abilities, and backgrounds, and about the language-learning process? Which versions of English are often valued more highly in TESOL programs and materials? How can we create opportunities for English-language learning, while also recognizing the knowledge that learners already hold? Through reflections on readings, simulations, and weekly fieldwork, students will deepen their understanding of what it means to teach English to non-native speakers. Students will analyze and apply TESOL methodologies and receive feedback on their lesson planning and delivery in order to strengthen their teaching practice. Participants will learn from each other's situated experiences and increase their awareness of issues involved in global migrations and language learning.",,EDUC 5100,,,,[nan],,,,,,
2559,ELSO,6210,Improving Pronunciation,Melissa Myers,11:25AM,12:40PM,"When we think about pronunciation, we often think about individual sounds, but other features of speech are often more important for making oneself understood. These features, such as pausing, intonation and stress, make up the melody of English. By the end of this course, students will increase their awareness of and control over the aspects of spoken English that most affect intelligibility, gain confidence for being understood by listeners, and develop strategies for more self-directed learning beyond the course.",,ELSO 6210,,,,[nan],,,,,,
2560,ELSO,6515,Preparing to Write Workshop,Melissa Myers,11:25AM,12:40PM,"This course is designed for international graduate and professional students who are in the early stages of a writing project or who want to learn strategies in preparation for future writing projects. During this course, students will explore general and discipline-specific writing processes, approaches to understanding types of writing in their field, strategies for reading and note-taking, library resources specific to their field, and approaches for generating ideas and prose with more ease.",,ELSO 6515,,,,[nan],,,,,,
2561,ELSO,6595,Revising and Editing Workshop,Melissa Myers,01:00PM,02:15PM,"This course is designed to assist international graduate and professional students who have completed drafts of written pieces and wish to learn strategies for improving them. Students will learn how revise for organization and structure; edit for style, including flow, cohesion, and syntax; proofread for surface-level errors; assess the incorporation of source material (i.e. references); and improve overall readability.","Recommended prerequisite: ELSO 6515, ELSO 6535, and/or ELSO 6565.",ELSO 6595,,,,"['ELSO 6515', 'ELSO 6535', 'ELSO 6565']",,,,,,
2562,ELSO,6220,Taking Part in Discussions,Nathan Lindberg,06:00PM,08:30PM,"In academia, students participate in discussions to share and create new knowledge, challenge ideas, and negotiate their identities. Thus participating in discussions is essential for students to become part of their academic community and have a voice in their fields. This course gives students strategies and practice working in range of discussion contexts, from one-on-one to planning and leading class discussions. By the end of this course, students will have learned strategies for preparing for, entering in, responding to, and being the leader of different types of discussions. Students will leave this course with more confidence to assert their voices.",,ELSO 6220,,,,[nan],0.0,0.0,0.0,,,
2563,ELSO,6230,Designing and Delivering Effective Presentations,Nathan Lindberg,06:00PM,08:30PM,"Whether presenting for seminars, journal club meetings, conferences, or in classes, being comfortable presenting is an essential part of graduate studies. This course will provide students with strategies for preparing and delivering presentations that are clear, compelling, persuasive, concise, and visually effective, as well as offer opportunities to practice delivering presentations in front of a supportive audience.",,ELSO 6230,,,,[nan],0.0,0.0,0.0,,,
2564,ELSO,6535,Research Paper Writing Workshop,Nathan Lindberg,04:30PM,05:45PM,"This course is designed to assist international graduate and professional students in making progress on drafting a research paper (e.g. article for publications, dissertation chapter, seminar paper, or conference paper). Students will learn strategies for setting and meeting writing goals as well as strategies for developing particular sections of research papers.",Recommended prerequisite: ELSO 6515.,ELSO 6535,,,,['ELSO 6515'],0.0,0.0,0.0,,,
2565,ELSO,6565,Thesis and Dissertation Writing Workshop,Michelle Crow,09:40AM,10:55AM,"This course is designed to assist international graduate and professional students in making progress on drafting parts of their theses and dissertations. This course provides structured writing time, a supportive writing community, and access to writing resources.",Recommended prerequisite: ELSO 6515 and/or ELSO 6535.,ELSO 6565,,,,"['ELSO 6515', 'ELSO 6535']",,,,,,
2566,ELSO,6630,Preparing for the Academic Job Search,Michelle Crow,09:40AM,10:55AM,"This course is designed to assist advanced international doctoral students as they prepare to apply for academic positions. Students will learn strategies for planning an academic job search, developing application materials (i.e. CVs, application letters, teaching statements, and research statements), and preparing for first- and second-stage interviews. This course would be useful to students who are just starting to become acquainted with the academic job search process as well as those preparing to apply for positions the following fall.",,ELSO 6630,,,,[nan],,,,,,
2567,ENGL,1100,How Reading Changes Your Life,Masha Raskolnikov,01:00PM,02:15PM,"Reading changes your life. Sometimes it's a specific book; sometimes it's a way of reading that's new and different. This course will introduce different ways we can read and write about books and media, and their life-changing potential. Designed as an introduction to literary studies, the class will sample different approaches, including (but not limited to) media studies, the novel (""classical"" as well as ""young adult,"" whatever that means), graphic novel, memoir, short stories, poetry, and drama. There will be guest speakers representing a range of different approaches. Emphasis will be on building skills and creating community. This is a course for bookworms and wannabe bookworms who want to know what to do next about how books move them.",,ENGL 1100,,,,[nan],36.0,3.8,3.3,,,
2568,ENGL,2810,Creative Writing,Kathryn Diaz,10:10AM,11:00AM,"An introductory course in the theory, practice, and reading of fiction, poetry, and allied forms. Both narrative and verse readings are assigned. Students will learn to savor and practice the craft of poetry and narrative writing, developing techniques that inform both. Some class meetings may feature peer review of student work, and instructors may assign writing exercises or prompts.",Prerequisite: completion of the First-Year Writing Seminar (FWS) requirement. Students should not take an FWS and ENGL 2810 simultaneously.,ENGL 2810,,,,['ENGL 2810'],0.0,0.0,0.0,1.67,4.8,2.2
2569,ENGL,1111,FWS: Writing Across Cultures,Lisa Camp,11:20AM,12:10PM,"Topics and reading lists vary from section to section, but all will engage in some way with an aspect of culture or subculture. Some sections may deal with fiction, poetry, film, or drama, and many include a mix of literary genres. Students will practice close, attentive, and imaginative reading and writing. Consult the John S. Knight Institute Current Courses webpage to access current year offerings, instructors and section descriptions.",,ENGL 1111,,,,[nan],,,,3.0,4.0,3.0
2570,ENGL,1120,FWS: Writing and Community Engagement,Jessica Diaz Rodriguez,02:45PM,04:00PM,"From literature to literacy, comics to archival work, writing can build bridges between campus and communities. Sections vary in topic, and issues may include healthcare, social justice, environmental studies, and others, but all will enable students to work with community partners. Students will learn skills in critical thinking and reflection, writing for specialized and non-specialized audiences, community engagement, and cultural awareness. Consult the John S. Knight Institute Current Courses webpage to access current year offerings, instructors and section descriptions.",,ENGL 1120,,,,[nan],,,,2.0,3.0,2.0
2571,ENGL,1130,FWS: Writing the Environment,Susannah Sharpless,11:20AM,12:10PM,"Our human abilities to communicate about nature, the environment, and climate change are challenged by the scale and scope of the topics. This course enables students to read, write, and design forms of communication that engage with the environment, in order to inform, advocate, and to connect with our world. Consult the John S. Knight Institute Current Courses webpage to access current year offerings, instructors and section descriptions.",,ENGL 1130,,,,[nan],,,,3.0,5.0,3.0
2572,ENGL,1134,FWS: True Stories,Bonnie Chung,10:10AM,11:00AM,"How do we understand the reality of others? For that matter, how do we know and understand our own experience? One answer is writing: writing can crystalize lived experience for others. We can record our observations, our thoughts, our feelings and insights and hopes and failures, to communicate them, to understand them. In this course, we will read nonfiction narratives that explore and shape the self and reality, including the personal essay, memoir, autobiography, documentary film, and journalism. We will write essays that explore and explain these complex issues of presenting one's self and others.",,ENGL 1134,,,,[nan],,,,2.3,4.3,2.5
2573,ENGL,1140,FWS: Writing Medicine: Stories of Illness and Healing,Mackenzie Berry,11:20AM,12:10PM,"What does it mean to be healthy? How do we describe our pain? Who becomes a physician? The practice of medicine isn't confined to scientific knowledge: it raises difficult questions about culture, identity, and bodies, and the stories we tell about all of these. This course will focus on works of literature and media to think about how medical care changes across time and place, and to explore images and narratives that shape our expectations about illness and health. Short writing assignments and longer essays will develop your critical thinking, strengthen your writing skills, and build your awareness of the complex cultural landscape of medical care.",,ENGL 1140,,,,[nan],,,,,,
2574,ENGL,1158,FWS: American Voices,Alice Rhee,02:45PM,04:00PM,"Topics and reading lists vary from section to section, but all will engage in some way with an aspect of American culture. Some sections may deal with fiction, poetry, film, or drama, and many include a mix of literary genres. Students will practice close, attentive, and imaginative reading and writing. Consult the John S. Knight Institute Current Courses webpage to access current year offerings, instructors and section descriptions.",,ENGL 1158,,,,[nan],4.0,4.8,2.0,2.25,4.25,2.5
2575,ENGL,1160,"FWS: Intersections: Race, Writing, and Power",Laura Caicedo,09:05AM,09:55AM,"How does race inform the way we understand the world around us? How do writers explore their experiences of race and colonialism to challenge conventional notions of nation, citizenship, knowledge, and self? In this class, we engage materials that complicate our ideas of race in order to imagine new forms of identity, social life, and political possibility. We engage with creators who are Black, Brown, Indigenous, People of Color, or from the Global South. The works we study may include podcasts, graphic novels, memoirs, poetry, plays, or films. Writing projects may be critical, creative, or research-based, as we develop our understanding of race and identity and by extension our capacities as writers.",,ENGL 1160,,,,[nan],,,,,,
2576,ENGL,1167,FWS: Reading Now,Farah Omer,09:05AM,09:55AM,"Reading is experiencing a new revolution in the twentieth and twenty-first centuries. We still read paper books, but we also read by scrolling on screen, through search engines, and in images and memes. What kinds of texts are emerging in this new era, and how do we read them? How do writing—and our ways of reading—connect with the urgent topics before us now: technology and social control, truth and media, climate change and apocalypse, identity, equality, and human rights? This course will examine the past twenty years of writing in a variety of genres, printed and/or online, from fiction to memoir to poetry and beyond. As we read, we will explore and discover the forms that our own writing can take in response.",,ENGL 1167,,,,[nan],,,,2.33,4.0,2.67
2577,ENGL,1183,FWS: Word and Image,Oona Cullen,09:05AM,09:55AM,"What happens when we adapt books into movies, write fan-fiction about video games, or create poetry about paintings? What happens when we write about one genre as though it were another? We have been writing about images and making images about writing for a long time. In addition to conventional types of art and literature like paintings, novels, or poetry, other forms such as film, video games, exhibitions, and virtual reality offer lively areas for analysis. In this class, we will engage with widely varied cultural forms—including, perhaps, experimental poetry, medieval manuscripts, graphic novels, memoirs, plays, films, podcasts, and more—to develop multiple media literacies as we sharpen our own writing about culture, literature, and art.",,ENGL 1183,,,,[nan],1.0,5.0,2.0,1.0,5.0,1.0
2578,ENGL,1191,FWS: British Literature,Seth Koproski,09:05AM,09:55AM,"Topics and reading lists vary from section to section, but all will engage in some way with the subject of British literature. Some sections may deal with fiction, poetry, or drama, and many include a mix of literary genres. Students will practice close, attentive, and imaginative reading and writing. Consult the John S. Knight Institute Current Courses webpage to access current year offerings, instructors and section descriptions.",,ENGL 1191,,,,[nan],,,,2.33,4.33,2.67
2579,ENGL,2020,Literature in English II: 1750 to the Present,Gregory Londe,02:45PM,04:00PM,"What is a self? An integrated whole or a mass of fragments? Is each of us connected to others, and if so, which others? Are we mired in the past, or can we break from old habits and beliefs to create new selves and new worlds? How affected are we by status: as servant or slave, explorer or settler, indigenous or immigrant? These are some of the most vital questions in literatures from Britain, the U.S, the Caribbean, and Africa. We will consider some of the texts that engage these questions including those by authors such as Olaudah Equiano, John Keats, Edgar Allan Poe, Charlotte Brontë, Emily Dickinson, Zitkala-Ša, Una Marson, Mulk Raj Anand, Virginia Woolf, Chinua Achebe, Toni Morrison, and J.M. Coetzee.",,ENGL 2020,,,,[nan],3.0,5.0,3.0,,,
2580,ENGL,2785,Comic Books and Graphic Novels,Gregory Londe,07:30PM,08:45PM,"POW! ZAP! DOOM! This is a class about how we can draw together, studying a medium that is based in the practice, in all senses, of ""drawing together."" We will read Pulitzer winning memoirs and NSFW gutter rubbish. We will trace the history of sequential art from about 1898 to the present, including caricature, pop art, and meme cultures, Wonder Woman and Wimmin's Comix, Archie and archives. Studying comics requires us to entangle disciplines and to make things: graphic design, marketing, media studies, law, education, and various illuminated cosmologies. What is this medium that teaches us to read the page anew, to speak in bubbles, to witness and play with apocalypse, to enjoy our suspension in the infinite, and to indulge in graphic sensations?",,ENGL 2785,,,,[nan],3.0,5.0,3.0,2.0,5.0,1.0
2581,ENGL,2080,Shakespeare in the Twenty-First Century,Roger Gilbert,10:10AM,11:00AM,"More than 400 years after his death, Shakespeare remains an inescapable part of world culture. His influence can be traced at every level, from traditional art forms like theater, poetry, and opera to popular genres like Broadway musicals, science fiction, crime thrillers, and romcoms. Contemporary adaptations and bold re-stagings of his plays abound that reflect his deep understanding of sexual and gender fluidity, racial and class antipathy, and the complex workings of political power. In this course, we'll focus on five plays that continue to generate creative responses across many media: Romeo and Juliet, A Midsummer Night's Dream, Much Ado about Nothing, Julius Caesar, and Macbeth. The class counts toward the pre-1800 requirement for English majors.",,ENGL 2080,,,,[nan],7.0,3.0,2.3,,,
2582,ENGL,2755,"Birds, Beasts, and Bards: The Poetry of Animals",Roger Gilbert,01:30PM,02:20PM,"If you love animals but are sad because you can't keep them in your dorm room, poems may well be the perfect substitute. Evoking the bodies and spirits of non-human creatures has always been one of the special domains of poetry. In this course, we'll consider a wide range of poems that take many different approaches to unlocking the mysterious otherness of animals, using all the tricks and techniques of this venerable art: rhythm, form, metaphor, observation and imagination. In discussions and essays we'll explore the ways in which poems about animals raise major questions of ethics and epistemology, while achieving the primal magic of translating life into language. Poets to be studied include Blake, Whitman, Dickinson, Frost, Lawrence, Moore, Bishop, Hughes, and many others.",,ENGL 2755,,,,[nan],7.0,3.0,2.3,,,
2583,PMA,2681,Shakespeare in the Twenty-First Century,Roger Gilbert,10:10AM,11:00AM,"More than 400 years after his death, Shakespeare remains an inescapable part of world culture. His influence can be traced at every level, from traditional art forms like theater, poetry, and opera to popular genres like Broadway musicals, science fiction, crime thrillers, and romcoms. Contemporary adaptations and bold re-stagings of his plays abound that reflect his deep understanding of sexual and gender fluidity, racial and class antipathy, and the complex workings of political power. In this course, we'll focus on five plays that continue to generate creative responses across many media: Romeo and Juliet, A Midsummer Night's Dream, Much Ado about Nothing, Julius Caesar, and Macbeth. The class counts toward the pre-1800 requirement for English majors.",,PMA 2681,,,,[nan],7.0,3.0,2.3,,,
2584,ENGL,2725,Philosophy and Literature,Neil Saccamano,09:40AM,10:55AM,"What can I know? What ought I do? What may I hope for? The three fundamental questions Kant says philosophy aims to answer have also been traditionally asked by literature: What kinds of truths and knowledge of ourselves, others, and the world can literature offer us? Does literature help us act morally or foster faith that history bends towards justice? This course introduces students to how literature and philosophy work with and sometimes against each other in addressing these concerns through problems such as the construction of identity, passions and human community, body-mind interrelations, the nature of aesthetic experience. We will also examine the role of metaphors, narrative, and dialogue in philosophy. Authors include Plato, Sophocles, Hume, Sterne, Kant, Shelley, Nietzsche, Merleau-Ponty, Woolf, Adorno, Beckett.",,ENGL 2725,,,,[nan],13.0,4.5,3.5,,,
2585,ENGL,3320,The World Turned Upside Down: Literature and Revolution,Neil Saccamano,01:00PM,02:15PM,"In Hamilton, Lin Manuel Miranda marks the victory of the American Revolution with a ballad originally sung in Britain and associated with parliament's beheading of the king in 1649. In this course, we will examine the literary representation of revolution as both a liberatory and ghastly ""overturning"" of hierarchical order from the Puritan revolution to British responses to the American and French revolutions. Reading poetry, drama, fiction, and political essays, we will especially focus on the way sexual and familial tyranny and terror in sentimental and Gothic literature figure socio-political violence in upside-down worlds. We will also discuss revolutions in literature and their overturning and remaking of genres and forms. Authors include Milton, Behn, Defoe, Burke, Paine, Brockden Brown, Wollstonecraft and Godwin. This course may be used as one of the three pre-1800 courses required of English majors.",,ENGL 3320,,,,[nan],13.0,4.5,3.5,,,
2586,ENGL,2890,Expository Writing,David Faulkner,10:10AM,11:00AM,"This course offers guidance and an audience for students who wish to gain skill in expository writing—a common term for critical, reflective, investigative, and creative nonfiction. Each section provides a context for writing defined by a form of exposition, a disciplinary area, a practice, or a topic intimately related to the written medium. Course members will read in relevant published material and write and revise their own work regularly, while reviewing and responding to one another's. Students and instructors will confer individually throughout the term. Topics differ for each section.",Prerequisite: completion of First-Year Writing Seminar requirement or permission of the instructor.,ENGL 2890,,,,[],8.0,3.4,3.0,2.0,3.0,2.0
